Resource Identifier,Title,Alternative Title,Creator,Image,Weblog,Description,Subject,Date,Type,Format,Source,Language,Contributor,Annotates,Access Rights
2020.2.168.1,Lechuga Lucha,,Eric Garcia,https://s3.amazonaws.com/pastperfectonline/images/museum_676/007/202021681.jpg,,"Eric Garcia Lechuga Lucha, 2014 Lithograph over color serigraph on tan woven paper, 30"" x 22.5” Mexic-Arte Museum Collection 2020.2.168.1 Gift of Juan Antonio Sandoval Jr. In this print, a headless rider, wearing a red poncho emblazoned with the UFW (United Farm Workers) logo, encourages migrant farm workers to fight for their labor rights, as a frightened grower cries out, “Joaquin!” The artist references I Am Joaquin, or Yo soy Joaquin, composed by Rodolfo ""Corky"" Gonzales in 1967, a famous epic poem associated with the Chicano Movement. In I am Joaquin, Joaquin (the narrator of the poem) speaks of the struggles that the Chicano people have endured to gain economic justice and equal rights in the U.S, as well as to find an identity of being part of a unique Chicano culture. He promises that his culture will survive, if all Chicano people unify and demand social justice. The poet Gonzales outlines 2000 years of Mexican and Chicano history; he traces both his ancestry to the Spanish conquistadors and the Aztecs they ""conquered.” He also identifies with revolutionary figures of Mexican history, such as Miguel Hidalgo y Costilla, Benito Juárez, Pancho Villa, and Joaquin Murrieta who was a legendary Californian vaquero and gold miner known for seeking retribution against the Anglo-Americans invaders who hanged his brother and killed his wife. Joaquin Murrieta eventually was captured by a bounty hunter and beheaded. Known as the “Robin Hood of the West,” Murrieta later inspired the creation of the Cisco Kid and Zorro. In 1969, the poem was adapted into a short film by Luis Valdez, a leading figure in Chicano theater and film. Headless horseman in a lettuce feeild looming over his boos while holdong a flaming head of lettuce, "" Lechuga Lucha ! "" "" Let us Fight ! """,Border Lettuce Fight United Farm Workers UFW. Lithograph on Serigraph. Print,2014,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.171.1,Acordeonista 1,,"Jesus ""Cimi"" Alvarado",https://s3.amazonaws.com/pastperfectonline/images/museum_676/007/202021711.jpg,,"Jesus “Cimi” Alvarado Acordeonista 1, 2016 Serigraph on paper, 18"" x 12"" Mexic-Arte Museum Collection 2020.2.171.1 Gift of Juan Antonio Sandoval Jr. Older gentleman playing the accordion in blue jeans, other # : 63/100. Signed ""Cim"" at the bottom right corner",Border Accordion Music Musician. Serigraph. Print,2016,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.179.4,Uncle Sam is Having a Bad Day,,Artemio Rodriguez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021794-3.jpg,,"Artemio Rodriguez Uncle Sam is Having a Bad Day, 2016 Linocut on paper, 15"" x 16"" Mexic-Arte Museum Collection 2020.2.179.4 Gift of Juan Antonio Sandoval Jr. Uncle Sam being tormented by demons in the desert. Uncle Sam being tormented by many demons in the desert, other # : 4/37. Signed at the bottom right corner",Uncle Sam Demon Desert Flora Demonio Politics. Linocut. Print,2016,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.184.1,Corrido,,Zeke Peña,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021841.jpg,,"Zeke Peña Corrido, 2018 Serigraph on paper, 18"" x 12"" Mexic-Arte Museum Collection 2020.2.184.1 Gift of Juan Antonio Sandoval Jr. This print, Corrido, is a ballad to the city of El Paso, Texas. El Paso native and artist, Zeke Peña created this print inspired by a músico (musician) he encountered at a local restaurant one evening who was singing corridos. A corrido is a Mexican ballad or folk song about the struggles and victories people experience. In this augmented reality work, look for El Paso born artist Luis Jimenez’ lagartos (alligators), the star on the Franklin Mountains, the American and Mexican flags flown over the border bridge. Also, notice the lowrider car, tennis shoes hanging from power lines, and the barb wire fence seen along the U.S. – Mexico border.",Border Guitar Music Musician Guitarra Músico Converse Shoes Zapatos El Paso Alligator Car Automobile. Serigraph. Print,2018,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.156.13,American Dream,,Luis Jiménez,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020215613.jpg,,"Luis Jiménez American Dream, 1972 Color lithograph on paper, 34.5"" x 24.5"" Mexic-Arte Museum Collection 2020.2.156.13 Gift of Juan Antonio Sandoval Jr. A popular sculptor from El Paso, Luis Jiménez personifies the “American Dream” in the automobile, a symbol of material wealth and privilege in American society. The car is a product of the industrialized machine age, which provides a mode of transportation and is a status symbol. Here, a blond haired woman lies in an embrace with a sports car, a luxury for most Americans. He references Greek mythology in the legend of Leda and the Swan ? the wife of a king seduced by Zeus in the guise of a swan. Jiménez also interprets the story of the Olmec were-jaguar, born from the union of a jaguar and woman. Associated with the Pop Art movement in his early career, the artist produced a fiberglass sculpture of the same name in 1969 to speak to Americans and their intense obsession with their cars. Luis Jiménez was prominently featured in Dr. Jacinto Quirarte’s Mexican American Artists (1973), one of the first books on Mexican American/Chicano art.",Sexuality Nude Car. Color lithograph. Print,,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.2,"Dr. Gilberto Cardenas, The Immigrant's Dream",,Self Help Graphics. Galeria Sin Fronteras,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021882.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Self Help Graphics & Galería Sin Fronteras Dr. Gilberto Cardenas, The Immigrant's Dream, 1989 Typeface on paper, 24"" x 18"" Mexic-Arte Museum Collection 2020.2.188.2 Gift of Juan Antonio Sandoval Jr. ""The Immigrant's Dream"" text written by Gilberto Cardenas, then Associate Professor of Sociology at The University of Texas at Austin. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow ? a community ‘sin fronteras.’” Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border.",Print Portfolio Immigrant. Typeface. Print,1989,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.6,Bienvenidos a los Estados Unidos,,Jose Aguirre,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021886.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Jose Aguirre Bienvenidos a los Estados Unidos, 1988 Intaglio on paper, 18"" x 24"" Mexic-Arte Museum Collection 2020.2.188.6 Gift of Juan Antonio Sandoval Jr. A part of the ""New Immigration"" Portfolio by Self Help Graphics. A Statue of Liberty is in the bottom right corner with a large border fence immediately behind her. There are lines of movement, a building in the background, and lines that suggest skulls. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’” Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border.",Print Statue of Liberty Estatua de la Libertad Building Fence Hands Cactus Border Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.7,"El Paso, al Reves",,Jose Aguirre,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021887.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Jose Aguirre El Paso, al Reves, 1988 Intaglio on paper, 24"" x 18"" Mexic-Arte Museum Collection 2020.2.188.7 Gift of Juan Antonio Sandoval Jr. Shirtless man with a crowd of people in front of and behind a fence. Brick wall and city in background with skulls and a flying space craft. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border.",Fence UFO Building Human Crowd Hands Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.8,Del Sur al Norte #1,,Guillermo Bert,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021888.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Guillermo Bert Del Sur al Norte #1, 1988 Intaglio on paper, 24"" x 18"" Mexic-Arte Museum Collection 2020.2.188.8 Gift of Juan Antonio Sandoval Jr. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border. A part of the ""New Immigration"" Portfolio by Self Help Graphics. Woman carrying something above her head with bodies lying on the ground next to her. Printed at the Taller Romero in Mexico City, MX by Renato Esquivel Romero. Mat board and foam core Self Help Graphics",Woman Bodies Print Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.9,Del Sur al Norte #2,,Guillermo Bert,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/202021889.jpg,,"A part of the ""New Immigration"" Portfolio by Self Help Graphics. Woman carrying something above her head with a body laying on the ground next to her. She is in a city setting with collage-looking men dressed in business attire. Printed at the Taller Romero in Mexico City, MX by Renato Esquivel Romero. Self Help Graphics Guillermo Bert From South to North #2/Del Sur al Norte #2 , 1988 Intaglio on arches cover buff paper (250 grams), 24"" x 18"" Mexic-Arte Museum Permanent Collection 2020.2.188.9 Gift of Juan Antonio Sandoval Jr.",Woman Bodies Stairs Arrow Men Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.10,La U.S.A. and the Three Diablos,,Leo Limón,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020218810.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Leo Limón La U.S.A. and the Three Diablos, 1988 Intaglio on paper, 18"" x 24"" Mexic-Arte Museum Collection 2020.2.188.10 Gift of Juan Antonio Sandoval Jr. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border. A part of the ""New Immigration"" Portfolio by Self Help Graphics. A man's head becomes a part of the land as he smiles and looks at the ""three diablos"" to the right. He has a cap with stars and a bald eagle on his head. There are people running across the land and people picking vegetables in a field in the foreground.",Eagle Immigrant Demon Demonio Devil Diablo Workers Figure Fauna Vegetable Star Estrella Running. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.11,A Votar,,Leo Limón,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020218811.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Leo Limón A Votar, 1988 Intaglio on paper, 18"" x 24"" Mexic-Arte Museum Collection 2020.2.188.11 Gift of Juan Antonio Sandoval Jr. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border. A part of the ""New Immigration"" Portfolio by Self Help Graphics. Crowds of people are on either side of a barbed wire with bound hands. The people are small and look up to massive voting boxes for the USA and Mexico, with large hands contributing their votes",Mexico Immigrant USA Building Vote People Rope Barbed wire Hands. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.12,Untitled,,Malaquías Montoya,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020218812-2.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Malaquías Montoya Untitled, 1988 Intaglio on paper, 24"" x 18"" Mexic-Arte Museum Collection 2020.2.188.12 Gift of Juan Antonio Sandoval Jr. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border. A part of the ""New Immigration"" Portfolio by Self Help Graphics. Man's face partially hidden by striped vertical lines. The lines could be part of a USA flag with the barbs of barbed wire as stars. Printed at the Taller Romero in Mexico City, MX by Ren",Flag Bandera Man Eye Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
2020.2.188.13,Untitled,,Malaquías Montoya,https://s3.amazonaws.com/pastperfectonline/images/museum_676/008/2020218813-2.jpg,,"The New Immigration: Ten Etchings Portfolio Self Help Graphics Los Angeles, CA and Galería Sin Fronteras Austin, TX Malaquías Montoya Untitled, 1988 Intaglio on paper, 24"" x 18"" Mexic-Arte Museum Collection 2020.2.188.13 Gift of Juan Antonio Sandoval Jr. In 1988, Sister Karen Boccalero, founder of Self Help Graphics in Los Angeles, and Dr. Gilberto Cárdenas, founder of Galería Sin Fronteras in Austin, co-organize this portfolio of ten etchings by five artists. The prints, sponsored by Self Help Graphics and co-published by Galería Sin Fronteras, were produced at Taller Romero in Mexico City by printer Renato Esquivel Romero. According to Cárdenas, this series pays “homage to the perseverance and dignity of the new Latino immigrants as they struggle with the transition into American society.” He also said that they are a reminder of “the role that immigration plays in enriching the economic vitality of our society and the contributions that the immigrants and their children will have in making American society a better community for tomorrow - a community ‘sin fronteras.’ Each of the five selected artists presented a distinctive perspective on politics, immigration, and the border. A part of the ""New Immigration"" Portfolio by Self Help Graphics. A flag potentially being pierced by an agave plant behind a wall with barbed wire in the foreground and background. Printed at the Taller Romero in Mexico City, MX by Renato Esquivel Romero.",Political Agave Fauna Barbed wire Flag Bandera Print Immigrant. Intaglio. Print,1988,,,Juan Antonio Sandoval Jr. Collection,,Mexic-Arte Museum (MAM),,"Mexic-Arte Museum has created and maintains websites and other digital properties to support its mission to enrich the community through education programs, exhibitions, and interpretations of the collection. These Websites include https://mexic-artemuseum.org/ and https://mexicartemuseum.pastperfectonline.com/. This does not mean that Mexic-Arte Museum owns each component of the compilation, some of which may be owned by others and used with their permission or used in accordance with applicable law (e.g., fair use). Mexic-Arte Museum is committed to protecting the intellectual property rights of visual and performing artists and others who hold copyright. Most items in the collection are protected by copyright and/or related rights. Private study, educational, and non-commercial use of digital images from our websites is permitted, with attribution to the Mexic-Arte Museum. Commercial use of any materials on the Mexic-Arte Museum website is expressly forbidden. Users who wish to obtain permission for publication, display, distribution, or other uses of these materials should contact the rights holder(s)."
